"GEO_ID","NAME","B19001I_001E","B19001I_001EA","B19001I_001M","B19001I_001MA","B19001I_002E","B19001I_002M","B19001I_002MA","B19001I_002EA","B19001I_003E","B19001I_003M","B19001I_003MA","B19001I_003EA","B19001I_004E","B19001I_004M","B19001I_004MA","B19001I_004EA","B19001I_005E","B19001I_005EA","B19001I_005M","B19001I_005MA","B19001I_006E","B19001I_006M","B19001I_006MA","B19001I_006EA","B19001I_007E","B19001I_007M","B19001I_007MA","B19001I_007EA","B19001I_008E","B19001I_008EA","B19001I_008M","B19001I_008MA","B19001I_009E","B19001I_009M","B19001I_009MA","B19001I_009EA","B19001I_010E","B19001I_010M","B19001I_010MA","B19001I_010EA","B19001I_011E","B19001I_011M","B19001I_011MA","B19001I_011EA","B19001I_012E","B19001I_012M","B19001I_012MA","B19001I_012EA","B19001I_013E","B19001I_013EA","B19001I_013M","B19001I_013MA","B19001I_014E","B19001I_014EA","B19001I_014M","B19001I_014MA","B19001I_015E","B19001I_015M","B19001I_015MA","B19001I_015EA","B19001I_016E","B19001I_016EA","B19001I_016M","B19001I_016MA","B19001I_017E","B19001I_017EA","B19001I_017M","B19001I_017MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than $10,000","Margin of Error!!Total!!Less than $10,000","Annotation of Margin of Error!!Total!!Less than $10,000","Annotation of Estimate!!Total!!Less than $10,000","Estimate!!Total!!$10,000 to $14,999","Margin of Error!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Total!!$10,000 to $14,999","Annotation of Estimate!!Total!!$10,000 to $14,999","Estimate!!Total!!$15,000 to $19,999","Margin of Error!!Total!!$15,000 to $19,999","Annotation of Margin of Error!!Total!!$15,000 to $19,999","Annotation of Estimate!!Total!!$15,000 to $19,999","Estimate!!Total!!$20,000 to $24,999","Annotation of Estimate!!Total!!$20,000 to $24,999","Margin of Error!!Total!!$20,000 to $24,999","Annotation of Margin of Error!!Total!!$20,000 to $24,999","Estimate!!Total!!$25,000 to $29,999","Margin of Error!!Total!!$25,000 to $29,999","Annotation of Margin of Error!!Total!!$25,000 to $29,999","Annotation of Estimate!!Total!!$25,000 to $29,999","Estimate!!Total!!$30,000 to $34,999","Margin of Error!!Total!!$30,000 to $34,999","Annotation of Margin of Error!!Total!!$30,000 to $34,999","Annotation of Estimate!!Total!!$30,000 to $34,999","Estimate!!Total!!$35,000 to $39,999","Annotation of Estimate!!Total!!$35,000 to $39,999","Margin of Error!!Total!!$35,000 to $39,999","Annotation of Margin of Error!!Total!!$35,000 to $39,999","Estimate!!Total!!$40,000 to $44,999","Margin of Error!!Total!!$40,000 to $44,999","Annotation of Margin of Error!!Total!!$40,000 to $44,999","Annotation of Estimate!!Total!!$40,000 to $44,999","Estimate!!Total!!$45,000 to $49,999","Margin of Error!!Total!!$45,000 to $49,999","Annotation of Margin of Error!!Total!!$45,000 to $49,999","Annotation of Estimate!!Total!!$45,000 to $49,999","Estimate!!Total!!$50,000 to $59,999","Margin of Error!!Total!!$50,000 to $59,999","Annotation of Margin of Error!!Total!!$50,000 to $59,999","Annotation of Estimate!!Total!!$50,000 to $59,999","Estimate!!Total!!$60,000 to $74,999","Margin of Error!!Total!!$60,000 to $74,999","Annotation of Margin of Error!!Total!!$60,000 to $74,999","Annotation of Estimate!!Total!!$60,000 to $74,999","Estimate!!Total!!$75,000 to $99,999","Annotation of Estimate!!Total!!$75,000 to $99,999","Margin of Error!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Total!!$75,000 to $99,999","Estimate!!Total!!$100,000 to $124,999","Annotation of Estimate!!Total!!$100,000 to $124,999","Margin of Error!!Total!!$100,000 to $124,999","Annotation of Margin of Error!!Total!!$100,000 to $124,999","Estimate!!Total!!$125,000 to $149,999","Margin of Error!!Total!!$125,000 to $149,999","Annotation of Margin of Error!!Total!!$125,000 to $149,999","Annotation of Estimate!!Total!!$125,000 to $149,999","Estimate!!Total!!$150,000 to $199,999","Annotation of Estimate!!Total!!$150,000 to $199,999","Margin of Error!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Total!!$150,000 to $199,999","Estimate!!Total!!$200,000 or more","Annotation of Estimate!!Total!!$200,000 or more","Margin of Error!!Total!!$200,000 or more","Annotation of Margin of Error!!Total!!$200,000 or more",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","1","null","2","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","1","null","2","null","0","null","12","null",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","8","null","12","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","17","null","null","8","null","12","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","8","null","13","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","8","13","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","9","null","14","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","9","null","14","null","0","null","12","null",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","7","null","10","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","3","null","5","null","0","17","null","null","0","17","null","null","0","17","null","null","4","8","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","9","null","10","null","0","12","null","null","0","12","null","null","0","12","null","null","9","null","10","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","3","null","4","null","0","12","null","null","3","4","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","38","null","34","null","0","12","null","null","13","21","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","8","13","null","null","9","null","15","null","0","null","12","null","0","12","null","null","8","null","14","null","0","null","12","null",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","7","null","7","null","7","7","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","10","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","10","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","151","null","70","null","0","12","null","null","19","23","null","null","28","27","null","null","14","null","24","null","0","12","null","null","17","27","null","null","25","null","42","null","17","26","null","null","0","12","null","null","14","26","null","null","0","12","null","null","17","null","31","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","298","null","107","null","56","58","null","null","17","21","null","null","34","49","null","null","23","null","40","null","8","16","null","null","23","33","null","null","9","null","17","null","0","12","null","null","33","31","null","null","0","12","null","null","9","15","null","null","63","null","57","null","23","null","39","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","254","null","110","null","24","23","null","null","11","16","null","null","8","13","null","null","16","null","24","null","37","51","null","null","0","17","null","null","0","null","17","null","18","23","null","null","33","45","null","null","0","17","null","null","34","29","null","null","9","null","17","null","9","null","19","null","24","34","null","null","31","null","45","null","0","null","17","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","62","null","45","null","0","12","null","null","6","9","null","null","0","12","null","null","2","null","3","null","0","12","null","null","0","12","null","null","8","null","11","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","20","null","20","null","9","null","26","null","1","3","null","null","16","null","24","null","0","null","12","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","170","null","46","null","19","17","null","null","10","11","null","null","23","20","null","null","4","null","7","null","24","21","null","null","7","10","null","null","30","null","27","null","7","7","null","null","14","14","null","null","3","5","null","null","13","13","null","null","8","null","12","null","5","null","5","null","3","4","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","513","null","115","null","11","17","null","null","33","51","null","null","0","12","null","null","54","null","53","null","34","53","null","null","50","47","null","null","39","null","48","null","72","66","null","null","10","16","null","null","44","50","null","null","67","56","null","null","49","null","30","null","22","null","27","null","0","12","null","null","0","null","12","null","28","null","42","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","703","null","119","null","59","37","null","null","87","85","null","null","46","44","null","null","109","null","84","null","32","35","null","null","38","36","null","null","41","null","63","null","39","62","null","null","51","63","null","null","13","21","null","null","23","30","null","null","73","null","66","null","57","null","61","null","35","45","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","214","null","100","null","30","44","null","null","7","11","null","null","9","12","null","null","42","null","55","null","20","20","null","null","0","12","null","null","15","null","15","null","28","35","null","null","11","12","null","null","0","12","null","null","40","39","null","null","12","null","14","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","355","null","146","null","96","91","null","null","23","27","null","null","51","41","null","null","0","null","12","null","48","63","null","null","11","19","null","null","0","null","12","null","31","48","null","null","0","12","null","null","74","74","null","null","0","12","null","null","14","null","25","null","7","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","150","null","90","null","20","31","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","21","null","32","null","0","12","null","null","0","12","null","null","50","59","null","null","14","25","null","null","0","null","12","null","20","null","32","null","25","39","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","138","null","73","null","35","52","null","null","13","19","null","null","0","12","null","null","0","null","12","null","0","12","null","null","12","18","null","null","0","null","12","null","5","7","null","null","8","14","null","null","14","21","null","null","14","23","null","null","13","null","19","null","24","null","27","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","102","null","47","null","14","16","null","null","4","6","null","null","0","12","null","null","9","null","14","null","8","12","null","null","0","12","null","null","0","null","12","null","15","17","null","null","13","20","null","null","13","14","null","null","9","14","null","null","17","null","19","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","271","null","79","null","13","21","null","null","12","12","null","null","69","57","null","null","13","null","10","null","10","15","null","null","18","23","null","null","24","null","17","null","16","17","null","null","11","15","null","null","16","13","null","null","2","3","null","null","50","null","40","null","17","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","696","null","149","null","28","22","null","null","79","62","null","null","45","44","null","null","27","null","44","null","32","45","null","null","74","70","null","null","58","null","59","null","36","35","null","null","25","40","null","null","71","72","null","null","118","80","null","null","18","null","28","null","49","null","43","null","26","41","null","null","10","null","15","null","0","null","12","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","1174","null","114","null","81","41","null","null","162","92","null","null","108","65","null","null","53","null","45","null","99","64","null","null","78","54","null","null","44","null","39","null","13","16","null","null","14","17","null","null","126","70","null","null","111","54","null","null","196","null","87","null","67","null","50","null","5","9","null","null","17","null","19","null","0","null","12","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","1151","null","150","null","115","62","null","null","88","56","null","null","34","37","null","null","45","null","33","null","29","22","null","null","108","67","null","null","77","null","48","null","82","55","null","null","50","51","null","null","171","70","null","null","81","45","null","null","161","null","82","null","85","null","78","null","7","13","null","null","3","null","6","null","15","null","18","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","851","null","98","null","185","64","null","null","187","76","null","null","55","32","null","null","71","null","46","null","50","33","null","null","67","37","null","null","40","null","24","null","19","22","null","null","22","20","null","null","51","30","null","null","44","36","null","null","28","null","27","null","32","null","29","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","609","null","101","null","113","66","null","null","89","44","null","null","34","24","null","null","51","null","34","null","45","34","null","null","62","35","null","null","17","null","16","null","58","63","null","null","8","10","null","null","39","25","null","null","33","28","null","null","28","null","26","null","32","null","19","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","31","null","29","null","0","12","null","null","7","10","null","null","0","12","null","null","16","null","25","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","8","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","557","null","109","null","27","23","null","null","39","32","null","null","34","35","null","null","60","null","59","null","88","63","null","null","52","52","null","null","64","null","41","null","43","39","null","null","18","19","null","null","21","34","null","null","32","30","null","null","47","null","42","null","28","null","33","null","0","12","null","null","0","null","12","null","4","null","6","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","504","null","113","null","39","35","null","null","67","72","null","null","157","94","null","null","44","null","37","null","19","29","null","null","14","18","null","null","5","null","8","null","20","28","null","null","29","40","null","null","7","13","null","null","26","28","null","null","66","null","52","null","11","null","16","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","265","null","85","null","16","20","null","null","42","48","null","null","41","45","null","null","41","null","30","null","14","16","null","null","18","25","null","null","7","null","11","null","47","37","null","null","0","17","null","null","4","9","null","null","13","22","null","null","12","null","16","null","5","null","8","null","0","17","null","null","5","null","8","null","0","null","17","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","121","null","60","null","0","12","null","null","10","15","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","7","11","null","null","21","29","null","null","20","22","null","null","7","11","null","null","38","null","29","null","7","null","12","null","0","12","null","null","11","null","18","null","0","null","12","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","20","null","18","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","20","18","null","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","341","null","137","null","66","67","null","null","15","24","null","null","38","60","null","null","0","null","12","null","37","44","null","null","76","73","null","null","0","null","12","null","36","39","null","null","0","12","null","null","36","54","null","null","0","12","null","null","20","null","25","null","17","null","24","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","577","null","120","null","63","45","null","null","0","12","null","null","31","37","null","null","163","null","97","null","63","62","null","null","20","27","null","null","21","null","22","null","21","33","null","null","12","20","null","null","73","62","null","null","22","28","null","null","58","null","60","null","0","null","12","null","30","36","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","739","null","236","null","0","17","null","null","69","110","null","null","53","79","null","null","60","null","88","null","21","32","null","null","33","40","null","null","43","null","50","null","117","132","null","null","0","17","null","null","88","81","null","null","146","131","null","null","66","null","77","null","43","null","53","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","272","null","117","null","43","34","null","null","41","50","null","null","24","28","null","null","8","null","11","null","0","12","null","null","9","17","null","null","0","null","12","null","23","34","null","null","37","57","null","null","7","13","null","null","20","21","null","null","46","null","63","null","14","null","22","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","144","null","81","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","12","23","null","null","19","null","35","null","0","12","null","null","0","12","null","null","0","12","null","null","28","34","null","null","51","null","46","null","0","null","12","null","0","12","null","null","34","null","52","null","0","null","12","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","284","null","82","null","9","13","null","null","0","12","null","null","0","12","null","null","17","null","27","null","13","20","null","null","9","17","null","null","50","null","52","null","13","22","null","null","35","38","null","null","10","16","null","null","23","36","null","null","65","null","55","null","28","null","28","null","12","18","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","302","null","121","null","0","12","null","null","0","12","null","null","18","27","null","null","0","null","12","null","15","24","null","null","10","18","null","null","25","null","43","null","15","24","null","null","0","12","null","null","59","57","null","null","0","12","null","null","126","null","90","null","34","null","41","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","503","null","172","null","23","36","null","null","0","17","null","null","0","17","null","null","0","null","17","null","117","121","null","null","0","17","null","null","20","null","33","null","0","17","null","null","0","17","null","null","92","100","null","null","33","38","null","null","90","null","61","null","29","null","35","null","70","87","null","null","17","null","30","null","12","null","22","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","366","null","124","null","18","30","null","null","27","43","null","null","20","34","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","null","17","null","25","40","null","null","57","55","null","null","0","17","null","null","20","34","null","null","39","null","48","null","115","null","94","null","0","17","null","null","45","null","56","null","0","null","17","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","590","null","179","null","70","76","null","null","64","78","null","null","77","91","null","null","0","null","17","null","20","35","null","null","0","17","null","null","88","null","59","null","17","27","null","null","70","90","null","null","68","86","null","null","0","17","null","null","100","null","113","null","0","null","17","null","0","17","null","null","16","null","25","null","0","null","17","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","319","null","98","null","0","17","null","null","28","36","null","null","0","17","null","null","0","null","17","null","15","24","null","null","0","17","null","null","0","null","17","null","7","13","null","null","11","18","null","null","36","48","null","null","28","30","null","null","107","null","88","null","13","null","21","null","42","41","null","null","32","null","39","null","0","null","17","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","374","null","135","null","0","12","null","null","10","17","null","null","0","12","null","null","72","null","113","null","22","36","null","null","20","32","null","null","22","null","35","null","30","35","null","null","54","59","null","null","17","28","null","null","0","12","null","null","36","null","41","null","44","null","69","null","26","39","null","null","21","null","33","null","0","null","12","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","112","null","57","null","13","22","null","null","9","14","null","null","0","12","null","null","0","null","12","null","14","21","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","8","12","null","null","16","null","19","null","0","null","12","null","0","12","null","null","9","null","15","null","43","null","44","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","248","null","90","null","4","6","null","null","58","49","null","null","15","20","null","null","29","null","41","null","0","12","null","null","0","12","null","null","0","null","12","null","11","18","null","null","6","10","null","null","10","19","null","null","40","47","null","null","39","null","45","null","0","null","12","null","28","27","null","null","8","null","15","null","0","null","12","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","731","null","174","null","105","94","null","null","63","60","null","null","20","31","null","null","42","null","51","null","53","42","null","null","9","15","null","null","42","null","58","null","75","84","null","null","30","34","null","null","120","86","null","null","49","42","null","null","57","null","53","null","26","null","29","null","14","22","null","null","0","null","17","null","26","null","42","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","233","null","87","null","26","43","null","null","9","14","null","null","0","17","null","null","31","null","39","null","0","17","null","null","0","17","null","null","22","null","27","null","0","17","null","null","0","17","null","null","30","32","null","null","24","30","null","null","32","null","36","null","40","null","38","null","19","26","null","null","0","null","17","null","0","null","17","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","310","null","95","null","0","12","null","null","28","32","null","null","25","36","null","null","7","null","12","null","74","64","null","null","0","12","null","null","2","null","6","null","9","15","null","null","0","12","null","null","21","25","null","null","23","29","null","null","66","null","68","null","7","null","17","null","48","52","null","null","0","null","12","null","0","null","12","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","146","null","89","null","0","17","null","null","0","17","null","null","0","17","null","null","7","null","11","null","0","17","null","null","0","17","null","null","19","null","35","null","50","60","null","null","0","17","null","null","22","35","null","null","0","17","null","null","41","null","54","null","0","null","17","null","7","12","null","null","0","null","17","null","0","null","17","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","220","null","88","null","0","12","null","null","24","35","null","null","0","12","null","null","12","null","20","null","0","12","null","null","9","14","null","null","0","null","12","null","13","23","null","null","14","22","null","null","0","12","null","null","23","30","null","null","104","null","72","null","15","null","16","null","0","12","null","null","0","null","12","null","6","null","11","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","457","null","103","null","53","50","null","null","45","50","null","null","16","23","null","null","46","null","45","null","30","49","null","null","84","48","null","null","32","null","36","null","0","17","null","null","11","16","null","null","32","36","null","null","17","18","null","null","45","null","42","null","23","null","28","null","14","23","null","null","9","null","13","null","0","null","17","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","340","null","116","null","46","44","null","null","0","17","null","null","17","26","null","null","0","null","17","null","18","28","null","null","0","17","null","null","0","null","17","null","55","64","null","null","0","17","null","null","0","17","null","null","52","49","null","null","37","null","43","null","56","null","42","null","34","39","null","null","0","null","17","null","25","null","37","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","91","null","47","null","20","16","null","null","3","4","null","null","11","10","null","null","0","null","19","null","0","19","null","null","16","28","null","null","26","null","19","null","0","19","null","null","15","25","null","null","0","19","null","null","0","19","null","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","185","null","76","null","18","17","null","null","21","29","null","null","7","11","null","null","9","null","15","null","11","17","null","null","0","12","null","null","20","null","28","null","9","13","null","null","0","12","null","null","35","32","null","null","15","18","null","null","29","null","27","null","11","null","16","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","684","null","168","null","29","35","null","null","40","57","null","null","124","94","null","null","19","null","32","null","14","23","null","null","0","17","null","null","51","null","59","null","11","19","null","null","57","62","null","null","43","50","null","null","125","113","null","null","33","null","36","null","0","null","17","null","14","23","null","null","83","null","79","null","41","null","47","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","100","null","61","null","17","24","null","null","15","22","null","null","0","12","null","null","16","null","26","null","0","12","null","null","19","28","null","null","0","null","12","null","12","19","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","15","22","null","null","6","null","10","null","0","null","12","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","163","null","87","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","15","25","null","null","9","13","null","null","10","null","18","null","0","17","null","null","24","29","null","null","0","17","null","null","19","31","null","null","27","null","32","null","29","null","44","null","18","27","null","null","0","null","17","null","12","null","18","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","254","null","79","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","17","26","null","null","43","null","52","null","0","17","null","null","0","17","null","null","8","14","null","null","89","63","null","null","78","null","68","null","0","null","17","null","13","21","null","null","0","null","17","null","6","null","13","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","96","null","65","null","0","12","null","null","0","12","null","null","24","39","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","32","51","null","null","0","12","null","null","24","null","25","null","8","null","12","null","8","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","114","null","78","null","12","19","null","null","41","56","null","null","26","40","null","null","0","null","12","null","0","12","null","null","20","35","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","null","12","null","15","24","null","null","0","null","12","null","0","null","12","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","344","null","65","null","16","12","null","null","0","12","null","null","50","54","null","null","28","null","26","null","35","42","null","null","8","13","null","null","5","null","9","null","21","22","null","null","12","16","null","null","19","17","null","null","4","6","null","null","58","null","39","null","37","null","29","null","51","41","null","null","0","null","12","null","0","null","12","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","39","null","41","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","null","12","null","21","32","null","null","0","12","null","null","0","12","null","null","0","12","null","null","18","null","27","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","191","null","115","null","37","58","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","21","null","38","null","0","17","null","null","0","17","null","null","69","82","null","null","64","61","null","null","0","null","17","null","0","null","17","null","0","17","null","null","0","null","17","null","0","null","17","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","278","null","87","null","17","28","null","null","0","17","null","null","0","17","null","null","16","null","28","null","29","47","null","null","0","17","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","14","24","null","null","0","null","17","null","98","null","54","null","77","88","null","null","27","null","40","null","0","null","17","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","234","null","107","null","29","33","null","null","0","17","null","null","0","17","null","null","11","null","18","null","0","17","null","null","16","25","null","null","20","null","25","null","53","78","null","null","0","17","null","null","30","34","null","null","45","53","null","null","0","null","17","null","18","null","27","null","12","20","null","null","0","null","17","null","0","null","17","null",
