"GEO_ID","NAME","B19013B_001M","B19013B_001MA","B19013B_001E","B19013B_001EA",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","136031","null","197857","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","**","**","-","-",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","**","**","-","-",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","**","**","-","-",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","**","**","-","-",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","**","**","-","-",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","**","**","-","-",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","**","**","-","-",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","**","**","-","-",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","**","**","-","-",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","**","**","-","-",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","**","**","-","-",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","**","**","-","-",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","**","**","-","-",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","**","**","-","-",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","**","**","-","-",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","**","**","-","-",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","**","**","-","-",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","**","**","-","-",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","**","**","-","-",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","**","**","-","-",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","**","**","-","-",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","**","**","-","-",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","**","**","-","-",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","**","**","-","-",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","**","**","-","-",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","**","**","-","-",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","**","**","-","-",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","**","**","-","-",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","**","**","-","-",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","**","**","-","-",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","**","**","-","-",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","46728","null","16406","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","46407","null","11538","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","**","**","-","-",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","**","**","-","-",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","**","**","-","-",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","**","**","-","-",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","15314","null","71667","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","**","**","-","-",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","**","**","-","-",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","**","**","-","-",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","**","**","-","-",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","**","**","-","-",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","***","***","2,500-","2,500-",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","**","**","-","-",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","79564","null","50125","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","**","**","-","-",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","**","**","-","-",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","48533","null","73221","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","128609","null","95294","null",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","190544","null","228304","null",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","103090","null","130700","null",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","64471","null","81845","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","6746","null","15069","null",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","94420","null","103750","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","32953","null","72361","null",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","10225","null","112788","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","75473","null","19808","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","1351","null","39306","null",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","**","**","-","-",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","10799","null","45167","null",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","74478","null","73155","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","81550","null","22222","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","10015","null","115972","null",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","52824","null","42115","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","27248","null","44746","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","19650","null","78000","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","60700","null","74844","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","36210","null","69219","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","11694","null","71154","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","32998","null","58622","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","15392","null","28464","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","69029","null","30357","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","33679","null","38857","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","82332","null","59402","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","36477","null","37500","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","38252","null","105483","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","190475","null","14922","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","28893","null","29517","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","45052","null","18452","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","64843","null","46098","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","79919","null","102917","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","16493","null","45625","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","117316","null","72688","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","28371","null","58889","null",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","116644","null","90714","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","24934","null","60521","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","9834","null","92284","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","27129","null","61635","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","27850","null","32206","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","76129","null","114688","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","55617","null","95709","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","21371","null","85254","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","22880","null","56313","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","48351","null","73523","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","45737","null","11618","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","29648","null","63177","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","7175","null","30590","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","120909","null","54531","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","59775","null","32250","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","49743","null","75455","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","76285","null","65577","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","83446","null","46932","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","16522","null","38750","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","45311","null","71250","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","75930","null","36250","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","24646","null","138125","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","17144","null","66806","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","134294","null","4821","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","25391","null","41125","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","35297","null","57946","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","**","**","-","-",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","15827","null","26875","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","37057","null","25536","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","48883","null","42868","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","12708","null","44167","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","95898","null","12155","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","70650","null","31042","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","191979","null","39091","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","26333","null","48646","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","**","**","-","-",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","653","null","35909","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","80231","null","107690","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","17808","null","17500","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","152784","null","37328","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","89436","null","62583","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","20123","null","24018","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","2085","null","65329","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","57674","null","51285","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","88597","null","80402","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","524026","null","52313","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","9637","null","68750","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","74429","null","85024","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","9269","null","33710","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","90441","null","31719","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","35491","null","55069","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","8812","null","46923","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","20888","null","66014","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","532","null","31057","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","96063","null","112704","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","44772","null","31563","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","88898","null","49844","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","270021","null","114583","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","86872","null","110191","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","**","**","-","-",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","8755","null","39375","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","87183","null","34565","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","36310","null","37688","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","12726","null","46905","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","48963","null","99375","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","151025","null","112522","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","48402","null","48542","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","7219","null","51049","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","92448","null","63108","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","20515","null","58958","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","82966","null","103333","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","26579","null","62250","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","7830","null","27188","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","80782","null","18750","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","10392","null","30565","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","94574","null","61875","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","22911","null","47955","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","67207","null","16875","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","34292","null","45023","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","128178","null","21905","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","4986","null","26645","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","28731","null","43333","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","22205","null","28393","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","58721","null","17346","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","68027","null","80859","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","7145","null","16688","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","12851","null","28510","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","85693","null","19313","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","52290","null","85556","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","97182","null","34318","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","104133","null","55455","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","97204","null","71740","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","38151","null","13750","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","36484","null","66429","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","4035","null","28160","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","49200","null","21484","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","16478","null","16219","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","24460","null","36563","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","34440","null","55972","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","18910","null","60156","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","**","**","-","-",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","7474","null","15815","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","45697","null","19141","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","8738","null","25259","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","48632","null","60058","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","19890","null","26415","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","37188","null","33036","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","18066","null","20691","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","25698","null","31774","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","14408","null","17702","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","66809","null","74239","null",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","18024","null","33333","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","18372","null","92813","null",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","8503","null","30917","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","80336","null","122992","null",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","13416","null","36071","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","35078","null","4856","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","25445","null","74375","null",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","35949","null","31627","null",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","58022","null","76336","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","38890","null","140846","null",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","235556","null","205536","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","103456","null","133036","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","39929","null","40500","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","57413","null","14441","null",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","99786","null","48438","null",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","8233","null","19375","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","140247","null","53750","null",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","25662","null","95724","null",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","47594","null","74286","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","38706","null","7194","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","53285","null","55662","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","103388","null","39583","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","17388","null","17167","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","1174","null","41343","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","15603","null","49196","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","27931","null","48942","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","47174","null","45250","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","65880","null","30417","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","75913","null","63201","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","**","**","-","-",
