"GEO_ID","NAME","B19013B_001E","B19013B_001EA","B19013B_001M","B19013B_001MA",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","-","-","**","**",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","-","-","**","**",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","-","-","**","**",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","-","-","**","**",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","-","-","**","**",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","-","-","**","**",
"1400000US04003001301","Census Tract 13.01, Cochise County, Arizona","-","-","**","**",
"1400000US04003001302","Census Tract 13.02, Cochise County, Arizona","39125","null","8238","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","125523","null","109559","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","168603","null","155442","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","91042","null","52817","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","-","-","**","**",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","-","-","**","**",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","-","-","**","**",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","33843","null","15075","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","47938","null","32961","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","107443","null","13050","null",
"1400000US04003001801","Census Tract 18.01, Cochise County, Arizona","141304","null","40703","null",
"1400000US04003001802","Census Tract 18.02, Cochise County, Arizona","98906","null","47025","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","122708","null","59477","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","-","-","**","**",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","-","-","**","**",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","-","-","**","**",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","-","-","**","**",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","-","-","**","**",
"1400000US04005000301","Census Tract 3.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005000302","Census Tract 3.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","-","-","**","**",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","-","-","**","**",
"1400000US04005000601","Census Tract 6.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005000602","Census Tract 6.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","-","-","**","**",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","-","-","**","**",
"1400000US04005000901","Census Tract 9.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005000902","Census Tract 9.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","-","-","**","**",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005001103","Census Tract 11.03, Coconino County, Arizona","-","-","**","**",
"1400000US04005001104","Census Tract 11.04, Coconino County, Arizona","-","-","**","**",
"1400000US04005001201","Census Tract 12.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","-","-","**","**",
"1400000US04005001601","Census Tract 16.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005001602","Census Tract 16.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","-","-","**","**",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","-","-","**","**",
"1400000US04005002101","Census Tract 21.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005002102","Census Tract 21.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005002201","Census Tract 22.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005002202","Census Tract 22.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005002301","Census Tract 23.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005002302","Census Tract 23.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","-","-","**","**",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","-","-","**","**",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","-","-","**","**",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","83452","null","6364","null",
"1400000US04005980000","Census Tract 9800, Coconino County, Arizona","-","-","**","**",
"1400000US04005980100","Census Tract 9801, Coconino County, Arizona","-","-","**","**",
"1400000US04005980200","Census Tract 9802, Coconino County, Arizona","-","-","**","**",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","-","**","**",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","-","-","**","**",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","-","-","**","**",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","-","-","**","**",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","-","-","**","**",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","-","-","**","**",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","-","**","**",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","-","**","**",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","-","-","**","**",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","-","-","**","**",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","-","-","**","**",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","-","-","**","**",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","-","-","**","**",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","-","-","**","**",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","-","-","**","**",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","-","-","**","**",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","-","-","**","**",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","-","-","**","**",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","-","-","**","**",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","-","-","**","**",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","-","-","**","**",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","-","-","**","**",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","-","-","**","**",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","-","-","**","**",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","-","-","**","**",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","-","-","**","**",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","70856","null","4266","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","-","-","**","**",
"1400000US04012020101","Census Tract 201.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020102","Census Tract 201.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020503","Census Tract 205.03, La Paz County, Arizona","-","-","**","**",
"1400000US04012020504","Census Tract 205.04, La Paz County, Arizona","-","-","**","**",
"1400000US04012020505","Census Tract 205.05, La Paz County, Arizona","-","-","**","**",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","-","-","**","**",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","-","-","**","**",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","-","**","**",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013010103","Census Tract 101.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013010104","Census Tract 101.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","108472","null","65217","null",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","143882","null","26739","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040532","Census Tract 405.32, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040533","Census Tract 405.33, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040534","Census Tract 405.34, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040535","Census Tract 405.35, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040536","Census Tract 405.36, Maricopa County, Arizona","117917","null","114202","null",
"1400000US04013040537","Census Tract 405.37, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040538","Census Tract 405.38, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040539","Census Tract 405.39, Maricopa County, Arizona","88750","null","32408","null",
"1400000US04013040540","Census Tract 405.40, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040541","Census Tract 405.41, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","65850","null","3834","null",
"1400000US04013050612","Census Tract 506.12, Maricopa County, Arizona","152813","null","64523","null",
"1400000US04013050613","Census Tract 506.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050614","Census Tract 506.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050615","Census Tract 506.15, Maricopa County, Arizona","57344","null","39278","null",
"1400000US04013050616","Census Tract 506.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050617","Census Tract 506.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050618","Census Tract 506.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050619","Census Tract 506.19, Maricopa County, Arizona","82386","null","6976","null",
"1400000US04013050620","Census Tract 506.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050621","Census Tract 506.21, Maricopa County, Arizona","116166","null","43948","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","63095","null","41826","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","14500","null","11614","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","100119","null","90761","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","90163","null","37637","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","91011","null","18589","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","111705","null","56394","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","54890","null","33935","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","33958","null","25331","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","45625","null","23994","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","108315","null","99631","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","55854","null","10791","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","66940","null","46693","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","58542","null","15574","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","144598","null","117008","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","113542","null","104857","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","75240","null","69056","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","80985","null","22135","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","103615","null","14003","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","81602","null","24071","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","58750","null","24878","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","155284","null","27549","null",
"1400000US04013061048","Census Tract 610.48, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061049","Census Tract 610.49, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061050","Census Tract 610.50, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061051","Census Tract 610.51, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061052","Census Tract 610.52, Maricopa County, Arizona","75817","null","6745","null",
"1400000US04013061053","Census Tract 610.53, Maricopa County, Arizona","46116","null","989","null",
"1400000US04013061054","Census Tract 610.54, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061055","Census Tract 610.55, Maricopa County, Arizona","141957","null","63368","null",
"1400000US04013061056","Census Tract 610.56, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061057","Census Tract 610.57, Maricopa County, Arizona","110938","null","78114","null",
"1400000US04013061058","Census Tract 610.58, Maricopa County, Arizona","82944","null","38695","null",
"1400000US04013061059","Census Tract 610.59, Maricopa County, Arizona","120188","null","20282","null",
"1400000US04013061060","Census Tract 610.60, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061061","Census Tract 610.61, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061062","Census Tract 610.62, Maricopa County, Arizona","148465","null","62339","null",
"1400000US04013061063","Census Tract 610.63, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061064","Census Tract 610.64, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","92905","null","70651","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","34886","null","21896","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","83563","null","36265","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","210469","null","74777","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","84398","null","16308","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","19671","null","16487","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","73984","null","33895","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","52228","null","31848","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","58026","null","50967","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","46055","null","12398","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","56941","null","41620","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","91750","null","28663","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","108550","null","100142","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","71638","null","48509","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","71813","null","40697","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","55745","null","8160","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","52159","null","30722","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","105679","null","26017","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","36920","null","15367","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","102308","null","5205","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","84648","null","7353","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","58072","null","36196","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","53833","null","48536","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","76250","null","51742","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","105781","null","12651","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","51250","null","51034","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","72857","null","40151","null",
"1400000US04013082212","Census Tract 822.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082213","Census Tract 822.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","78353","null","25277","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","58736","null","10106","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","68654","null","18265","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","32356","null","27422","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","48750","null","16513","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","67586","null","61232","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","46167","null","4825","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","65318","null","59908","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","40667","null","29327","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","36618","null","34321","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","50424","null","12120","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","85202","null","64235","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","38750","null","12996","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","105179","null","38730","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","69136","null","7566","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","140119","null","16925","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","31023","null","20027","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","50906","null","23473","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","-","-","**","**",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","43659","null","21230","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","34583","null","16836","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","28281","null","21962","null",
