"GEO_ID","NAME","B19013F_001E","B19013F_001EA","B19013F_001M","B19013F_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","-","-","**","**",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","-","-","**","**",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","-","**","**",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","-","-","**","**",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","12938","null","16777","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","-","-","**","**",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","-","-","**","**",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","4154","null","34739","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","-","**","**",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","-","**","**",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","13068","null","11447","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","30833","null","41959","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","26875","null","13385","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","44917","null","52462","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","61107","null","16801","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","36786","null","20517","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","-","-","**","**",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","-","-","**","**",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","-","-","**","**",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","27404","null","65023","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","-","-","**","**",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","74125","null","48121","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","22011","null","22910","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","47422","null","16432","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","62875","null","16088","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","-","-","**","**",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","53274","null","39104","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","56923","null","42630","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","49223","null","14019","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","26827","null","45196","null",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","26029","null","1605","null",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","47381","null","4632","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","29188","null","2533","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","-","**","**",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","17232","null","93813","null",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","30500","null","9387","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","46154","null","3512","null",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","37381","null","64539","null",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","38958","null","5618","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","38274","null","21531","null",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","100901","null","27286","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","79432","null","40043","null",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","65341","null","40169","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","64333","null","24254","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","65417","null","39806","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","105735","null","66297","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","55000","null","21332","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","84089","null","2008","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","23634","null","16485","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","34292","null","23715","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","81094","null","84717","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","76364","null","23970","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","27391","null","18096","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","33162","null","27145","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","25766","null","14117","null",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","92396","null","8716","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","75197","null","61533","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","85938","null","22174","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","105078","null","57971","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","84716","null","24200","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","29203","null","8596","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","34861","null","18528","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","57059","null","53045","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","40221","null","39433","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","83750","null","15193","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","89519","null","74904","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","52946","null","26411","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","112875","null","113782","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","54948","null","13360","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","53229","null","56235","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","68523","null","12239","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","60083","null","66495","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","42010","null","45269","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","72941","null","45488","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","66161","null","35615","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","14844","null","111110","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","86458","null","32949","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","82917","null","44990","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","58403","null","34090","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","23125","null","16664","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","45000","null","25424","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","110824","null","42010","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","44221","null","45249","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","32250","null","32985","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","62361","null","26964","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","44095","null","19409","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","45152","null","4513","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","14706","null","47299","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","36923","null","20798","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","34667","null","10199","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","105313","null","84298","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","64896","null","204049","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","100179","null","67146","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","56494","null","7305","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","79076","null","64498","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","73167","null","13481","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","19007","null","10466","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","12171","null","62797","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","39464","null","17658","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","2,500-","2,500-","***","***",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","70725","null","13341","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","28846","null","74322","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","64152","null","3154","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","30774","null","13401","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","52778","null","3601","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","31421","null","607","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","44076","null","54156","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","31818","null","21696","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","64750","null","23898","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","26000","null","27418","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","31750","null","75839","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","65391","null","44395","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","42222","null","45653","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","45114","null","55893","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","36875","null","10227","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","47411","null","26046","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","29646","null","27810","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","69792","null","56044","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","33750","null","11699","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","52969","null","49309","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","78882","null","27049","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","66202","null","15237","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","58272","null","28110","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","41711","null","28502","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","27052","null","35336","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","33317","null","32271","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","69250","null","18101","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","75461","null","70264","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","43056","null","24105","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","40163","null","14954","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","44432","null","4829","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","61974","null","16531","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","36250","null","11844","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","54286","null","47044","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","58667","null","87480","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","98603","null","71949","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","29631","null","7390","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","22455","null","103420","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","25250","null","55055","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","112824","null","104676","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","29806","null","15622","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","36680","null","58166","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","28523","null","27635","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","22727","null","21773","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","75078","null","57133","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","48636","null","21602","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","51667","null","18375","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","57431","null","22283","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","44167","null","28981","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","55583","null","23498","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","55300","null","15064","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","58795","null","20553","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","51921","null","6809","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","41364","null","23509","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","43229","null","39116","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","38897","null","27207","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","79871","null","12759","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","53783","null","28875","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","40793","null","16623","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","50000","null","17456","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","29219","null","11534","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","31107","null","4597","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","23520","null","4274","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","27143","null","17664","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","34070","null","5881","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","26458","null","15673","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","20486","null","8855","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","34318","null","8991","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","52716","null","17753","null",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","32344","null","30600","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","21554","null","14046","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","105882","null","111390","null",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","70703","null","24077","null",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","22734","null","10934","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","59397","null","8699","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","23403","null","13817","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","75089","null","42575","null",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","47813","null","41956","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","67813","null","60775","null",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","47727","null","63153","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","26997","null","4636","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","79280","null","24006","null",
