"GEO_ID","NAME","B19013F_001E","B19013F_001EA","B19013F_001M","B19013F_001MA",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","135439","null","142611","null",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","29875","null","22798","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","30000","null","4972","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","-","**","**",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","40375","null","18178","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","37500","null","11436","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","40313","null","24968","null",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","106045","null","719","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","46333","null","55703","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","68750","null","63328","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","55208","null","28248","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","140592","null","69485","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","57500","null","45293","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","38333","null","33550","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","26216","null","15235","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","66189","null","39510","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","22813","null","35699","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","34290","null","23880","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","23333","null","42288","null",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","90577","null","98885","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","51923","null","45692","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","36250","null","42146","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","47240","null","122567","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","69750","null","63515","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","88100","null","2077","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","29891","null","11227","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","56458","null","104208","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","58056","null","23237","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","90188","null","84125","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","76818","null","103903","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","44598","null","24617","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","58750","null","31240","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","95156","null","126975","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","84342","null","17556","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","56161","null","55870","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","75652","null","53767","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","103385","null","75653","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","59643","null","41719","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","34773","null","26824","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","34375","null","20572","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","44275","null","49247","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","56458","null","41257","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","42574","null","17426","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","42500","null","15988","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","15625","null","62414","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","42143","null","17221","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","22800","null","9971","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","64797","null","16518","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","29028","null","27963","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","35714","null","54431","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","52466","null","2268","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","31135","null","255","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","41250","null","37150","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","49688","null","72901","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","22432","null","24303","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","65391","null","24812","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","29115","null","8002","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","62222","null","38292","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","44653","null","54421","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","31950","null","38542","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","108750","null","31958","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","34250","null","43030","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","48466","null","18014","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","67727","null","32931","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","81118","null","14681","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","35444","null","20876","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","-","-","**","**",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","80391","null","29389","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","66853","null","35308","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","60833","null","15753","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","54183","null","11934","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","27135","null","31305","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","42768","null","45183","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","63750","null","22604","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","36563","null","43837","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","32321","null","48552","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","38482","null","24243","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","48068","null","10727","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","61333","null","937","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","47375","null","10175","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","51563","null","59077","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","57000","null","26464","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","81905","null","46674","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","29604","null","3963","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","69554","null","18251","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","32955","null","39177","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","38961","null","5139","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","33516","null","22978","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","12426","null","14572","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","19931","null","41379","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","51613","null","12946","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","49375","null","25904","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","57143","null","25289","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","43600","null","11556","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","39595","null","33307","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","56100","null","6587","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","45987","null","29052","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","41563","null","18699","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","31595","null","20669","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","57964","null","27275","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","44500","null","60997","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","72969","null","67001","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","55688","null","14844","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","19938","null","11257","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","28472","null","5358","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","21875","null","6894","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","23710","null","9904","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","38672","null","2408","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","33022","null","2309","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","22386","null","11896","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","17220","null","31356","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","45729","null","16133","null",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","25787","null","15787","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","41417","null","41788","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","28000","null","58266","null",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","25491","null","7365","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","50078","null","26774","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","26875","null","12531","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","33967","null","25230","null",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","35729","null","21625","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","51250","null","1194","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","29844","null","32576","null",
"1400000US04013103611","Census Tract 1036.11, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103612","Census Tract 1036.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103614","Census Tract 1036.14, Maricopa County, Arizona","81133","null","31595","null",
"1400000US04013103615","Census Tract 1036.15, Maricopa County, Arizona","24286","null","36366","null",
"1400000US04013103701","Census Tract 1037.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103702","Census Tract 1037.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","55349","null","54430","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","-","-","**","**",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","-","-","**","**",
