"GEO_ID","NAME","B19013I_001E","B19013I_001M","B19013I_001MA","B19013I_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","-","**","**","-",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","-","**","**","-",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","-","**","**","-",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","-","**","**","-",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","-","**","**","-",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","-","**","**","-",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","-","**","**","-",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","-","**","**","-",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","-","**","**","-",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","-","**","**","-",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","52639","100136","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","-","**","**","-",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","34309","3881","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","34375","14102","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","36400","10359","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","18636","32566","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","24519","17177","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","62697","37811","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","32979","11071","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","39722","20337","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","50856","19642","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","68464","24076","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","26250","49641","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","34091","14047","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","39196","3923","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","20875","9872","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","27489","7827","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","25527","4380","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","21453","8233","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","25579","7268","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","24712","18343","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","32574","11080","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","30223","6189","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","48274","42246","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","27708","42558","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","47308","31143","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","29364","3360","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","29891","35541","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","42206","29664","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","28698","30602","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","72986","21051","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","67798","45382","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","52740","16299","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","109554","11934","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","96667","34625","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","44851","28876","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","62917","31154","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","31483","29334","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","84773","42667","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","48235","41897","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","32392","7224","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","88542","60109","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","59570","16171","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","55911","51030","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","85197","24697","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","36719","15413","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","23359","41361","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","33667","8910","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","71875","26761","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","28700","22578","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","53929","29717","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","77708","94149","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","99041","43603","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","31359","27028","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","-","**","**","-",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","29087","11739","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","50938","24970","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","48220","61112","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","28390","4872","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","37212","13687","null","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","-","**","**","-",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","-","**","**","-",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","42500","74664","null","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","-","**","**","-",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","**","**","-",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","56161","30541","null","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","33167","12487","null","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","59167","12601","null","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","30644","16039","null","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","39013","52147","null","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","**","**","-",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","**","**","-",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","40221","13336","null","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","34236","13738","null","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","34625","26022","null","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","51917","23855","null","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","51071","20901","null","null",
