"GEO_ID","NAME","B19013I_001E","B19013I_001M","B19013I_001MA","B19013I_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"1400000US04005000602","Census Tract 6.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","82917","16455","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","38125","23186","null","null",
"1400000US04005000901","Census Tract 9.01, Coconino County, Arizona","82716","53019","null","null",
"1400000US04005000902","Census Tract 9.02, Coconino County, Arizona","36717","3903","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","25833","15430","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","46188","15349","null","null",
"1400000US04005001103","Census Tract 11.03, Coconino County, Arizona","66064","41403","null","null",
"1400000US04005001104","Census Tract 11.04, Coconino County, Arizona","63068","40947","null","null",
"1400000US04005001201","Census Tract 12.01, Coconino County, Arizona","36397","16710","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","81367","8170","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","82841","14576","null","null",
"1400000US04005001601","Census Tract 16.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005001602","Census Tract 16.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","52262","13233","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","-","**","**","-",
"1400000US04005002101","Census Tract 21.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005002102","Census Tract 21.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005002201","Census Tract 22.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005002202","Census Tract 22.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005002301","Census Tract 23.01, Coconino County, Arizona","61424","45216","null","null",
"1400000US04005002302","Census Tract 23.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","142813","93932","null","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","-","**","**","-",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","-","**","**","-",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","-","**","**","-",
"1400000US04005980000","Census Tract 9800, Coconino County, Arizona","-","**","**","-",
"1400000US04005980100","Census Tract 9801, Coconino County, Arizona","-","**","**","-",
"1400000US04005980200","Census Tract 9802, Coconino County, Arizona","-","**","**","-",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","**","**","-",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","50692","30058","null","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","50344","7900","null","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","-","**","**","-",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","52563","50855","null","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","42843","2193","null","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","**","**","-",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","**","**","-",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","40441","12474","null","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","38103","9519","null","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","59522","43852","null","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","73051","21720","null","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","77629","27657","null","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","34667","11725","null","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","-","**","**","-",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","41719","36086","null","null",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","-","**","**","-",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","36711","6337","null","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","59688","23657","null","null",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","57750","51788","null","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","44955","11179","null","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","56250","24007","null","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","61071","27227","null","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","50093","16584","null","null",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","50972","12790","null","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","49139","11193","null","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","67138","6491","null","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","55000","33997","null","null",
"1400000US04012020101","Census Tract 201.01, La Paz County, Arizona","-","**","**","-",
"1400000US04012020102","Census Tract 201.02, La Paz County, Arizona","-","**","**","-",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","-","**","**","-",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","-","**","**","-",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","-","**","**","-",
"1400000US04012020503","Census Tract 205.03, La Paz County, Arizona","-","**","**","-",
"1400000US04012020504","Census Tract 205.04, La Paz County, Arizona","-","**","**","-",
"1400000US04012020505","Census Tract 205.05, La Paz County, Arizona","-","**","**","-",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","-","**","**","-",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","48409","7108","null","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","32480","2712","null","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","**","**","-",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013010103","Census Tract 101.03, Maricopa County, Arizona","193750","19366","null","null",
"1400000US04013010104","Census Tract 101.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","167772","92878","null","null",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","31351","24421","null","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","101116","15858","null","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","109722","23475","null","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","34063","16064","null","null",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","80242","28984","null","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","68077","38016","null","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","61400","23194","null","null",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","58558","29721","null","null",
"1400000US04013040532","Census Tract 405.32, Maricopa County, Arizona","106491","15846","null","null",
"1400000US04013040533","Census Tract 405.33, Maricopa County, Arizona","109063","93740","null","null",
"1400000US04013040534","Census Tract 405.34, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040535","Census Tract 405.35, Maricopa County, Arizona","128807","92026","null","null",
"1400000US04013040536","Census Tract 405.36, Maricopa County, Arizona","152788","86625","null","null",
"1400000US04013040537","Census Tract 405.37, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040538","Census Tract 405.38, Maricopa County, Arizona","95826","49140","null","null",
"1400000US04013040539","Census Tract 405.39, Maricopa County, Arizona","-","**","**","-",
"1400000US04013040540","Census Tract 405.40, Maricopa County, Arizona","83480","13346","null","null",
"1400000US04013040541","Census Tract 405.41, Maricopa County, Arizona","41000","29918","null","null",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","56522","20813","null","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","53750","14015","null","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","65965","15195","null","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","73866","17631","null","null",
"1400000US04013050612","Census Tract 506.12, Maricopa County, Arizona","84102","17917","null","null",
"1400000US04013050613","Census Tract 506.13, Maricopa County, Arizona","59785","50181","null","null",
"1400000US04013050614","Census Tract 506.14, Maricopa County, Arizona","-","**","**","-",
"1400000US04013050615","Census Tract 506.15, Maricopa County, Arizona","54659","31744","null","null",
"1400000US04013050616","Census Tract 506.16, Maricopa County, Arizona","75817","33106","null","null",
"1400000US04013050617","Census Tract 506.17, Maricopa County, Arizona","60089","37833","null","null",
"1400000US04013050618","Census Tract 506.18, Maricopa County, Arizona","150873","32842","null","null",
"1400000US04013050619","Census Tract 506.19, Maricopa County, Arizona","-","**","**","-",
"1400000US04013050620","Census Tract 506.20, Maricopa County, Arizona","98535","19626","null","null",
"1400000US04013050621","Census Tract 506.21, Maricopa County, Arizona","43367","40471","null","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","54020","11895","null","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","49448","6921","null","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","48977","46449","null","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","48063","17412","null","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","37163","20409","null","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","56852","4886","null","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","50956","16700","null","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","-","**","**","-",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","133045","27046","null","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","81068","20394","null","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","57928","32111","null","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","85172","36205","null","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","-","**","**","-",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","-","**","**","-",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","-","**","**","-",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","118839","70409","null","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","80000","39364","null","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","-","**","**","-",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","84276","20119","null","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","37422","8802","null","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","53426","12862","null","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","-","**","**","-",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","112674","5776","null","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","57557","9995","null","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","102273","45561","null","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","55727","17769","null","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","68977","21390","null","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","82167","23851","null","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","74775","49451","null","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","54318","27823","null","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","86686","4473","null","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","47875","33101","null","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","71750","30111","null","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","55625","5636","null","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","79018","18192","null","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","79262","22174","null","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","42004","7294","null","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","125608","7563","null","null",
"1400000US04013061048","Census Tract 610.48, Maricopa County, Arizona","91708","15411","null","null",
"1400000US04013061049","Census Tract 610.49, Maricopa County, Arizona","89313","45084","null","null",
"1400000US04013061050","Census Tract 610.50, Maricopa County, Arizona","77321","20224","null","null",
"1400000US04013061051","Census Tract 610.51, Maricopa County, Arizona","66934","40560","null","null",
"1400000US04013061052","Census Tract 610.52, Maricopa County, Arizona","80160","28228","null","null",
"1400000US04013061053","Census Tract 610.53, Maricopa County, Arizona","50313","35782","null","null",
"1400000US04013061054","Census Tract 610.54, Maricopa County, Arizona","122656","90757","null","null",
"1400000US04013061055","Census Tract 610.55, Maricopa County, Arizona","107760","25742","null","null",
"1400000US04013061056","Census Tract 610.56, Maricopa County, Arizona","58750","57489","null","null",
"1400000US04013061057","Census Tract 610.57, Maricopa County, Arizona","78542","74571","null","null",
"1400000US04013061058","Census Tract 610.58, Maricopa County, Arizona","88750","47194","null","null",
"1400000US04013061059","Census Tract 610.59, Maricopa County, Arizona","48258","20352","null","null",
"1400000US04013061060","Census Tract 610.60, Maricopa County, Arizona","49375","20679","null","null",
"1400000US04013061061","Census Tract 610.61, Maricopa County, Arizona","54792","45476","null","null",
"1400000US04013061062","Census Tract 610.62, Maricopa County, Arizona","78905","37997","null","null",
"1400000US04013061063","Census Tract 610.63, Maricopa County, Arizona","68397","27182","null","null",
"1400000US04013061064","Census Tract 610.64, Maricopa County, Arizona","76000","33029","null","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","55625","27714","null","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","45192","3845","null","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","50982","14765","null","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","31098","11539","null","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","41042","15195","null","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","140850","113313","null","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","43750","26802","null","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","-","**","**","-",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","126313","55451","null","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","75962","47561","null","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","94063","43222","null","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","113315","47130","null","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","67917","21712","null","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","103295","61973","null","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","61961","35800","null","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","85694","43762","null","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","48438","18069","null","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","65673","4486","null","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","53750","43408","null","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","60262","33492","null","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","59063","15764","null","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","67528","26907","null","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","44731","6930","null","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","88636","19547","null","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","-","**","**","-",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","55486","41449","null","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","48250","13307","null","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","99063","54472","null","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","77642","18359","null","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","47969","16912","null","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","48879","24959","null","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","55735","9603","null","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","46723","21575","null","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","67262","9837","null","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","81289","18827","null","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","57361","15757","null","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","69068","4063","null","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","93944","27977","null","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","86600","50177","null","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","79844","20047","null","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","36033","28928","null","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","95250","21048","null","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","59028","14968","null","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","114875","64511","null","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","91833","32727","null","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","57096","24267","null","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","56063","23148","null","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","69278","14418","null","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","75925","3162","null","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","87039","10512","null","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","70227","13198","null","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","56625","11181","null","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","51447","11166","null","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","64595","11376","null","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","100055","12897","null","null",
"1400000US04013082212","Census Tract 822.12, Maricopa County, Arizona","89726","23236","null","null",
"1400000US04013082213","Census Tract 822.13, Maricopa County, Arizona","83648","10057","null","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","48222","15594","null","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","31250","23454","null","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","62212","32423","null","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","55051","26184","null","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","-","**","**","-",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","83500","39911","null","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","25750","21538","null","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","53889","25297","null","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","47813","20027","null","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","37488","12566","null","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","46472","33057","null","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","30156","27289","null","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","53176","4671","null","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","72656","14577","null","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","61595","50366","null","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","101058","18087","null","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","54931","19022","null","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","74760","8318","null","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","56250","14145","null","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","61172","16573","null","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","61412","7609","null","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","39954","2468","null","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","43502","2728","null","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","64350","16796","null","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","68472","15072","null","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","89236","27123","null","null",
