"GEO_ID","NAME","B19013I_001E","B19013I_001M","B19013I_001MA","B19013I_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2011 inflation-adjusted dollars)",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","-","**","**","-",
"1400000US04001942700","Census Tract 9427, Apache County, Arizona","-","**","**","-",
"1400000US04001944000","Census Tract 9440, Apache County, Arizona","-","**","**","-",
"1400000US04001944100","Census Tract 9441, Apache County, Arizona","2,500-","***","***","2,500-",
"1400000US04001944201","Census Tract 9442.01, Apache County, Arizona","-","**","**","-",
"1400000US04001944202","Census Tract 9442.02, Apache County, Arizona","-","**","**","-",
"1400000US04001944300","Census Tract 9443, Apache County, Arizona","57656","79201","null","null",
"1400000US04001944901","Census Tract 9449.01, Apache County, Arizona","-","**","**","-",
"1400000US04001944902","Census Tract 9449.02, Apache County, Arizona","-","**","**","-",
"1400000US04001945001","Census Tract 9450.01, Apache County, Arizona","-","**","**","-",
"1400000US04001945002","Census Tract 9450.02, Apache County, Arizona","9861","82063","null","null",
"1400000US04001945100","Census Tract 9451, Apache County, Arizona","33529","801","null","null",
"1400000US04001970200","Census Tract 9702, Apache County, Arizona","46696","18990","null","null",
"1400000US04001970300","Census Tract 9703, Apache County, Arizona","28438","9861","null","null",
"1400000US04001970501","Census Tract 9705.01, Apache County, Arizona","33750","9626","null","null",
"1400000US04001970502","Census Tract 9705.02, Apache County, Arizona","24327","27926","null","null",
"1400000US04003000100","Census Tract 1, Cochise County, Arizona","24554","18460","null","null",
"1400000US04003000201","Census Tract 2.01, Cochise County, Arizona","55179","19666","null","null",
"1400000US04003000202","Census Tract 2.02, Cochise County, Arizona","26441","3475","null","null",
"1400000US04003000203","Census Tract 2.03, Cochise County, Arizona","27475","22188","null","null",
"1400000US04003000301","Census Tract 3.01, Cochise County, Arizona","51042","15352","null","null",
"1400000US04003000302","Census Tract 3.02, Cochise County, Arizona","41023","53091","null","null",
"1400000US04003000303","Census Tract 3.03, Cochise County, Arizona","22083","75348","null","null",
"1400000US04003000400","Census Tract 4, Cochise County, Arizona","33605","14734","null","null",
"1400000US04003000500","Census Tract 5, Cochise County, Arizona","45714","12027","null","null",
"1400000US04003000600","Census Tract 6, Cochise County, Arizona","31012","7450","null","null",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","27780","4499","null","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","27827","6513","null","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","21850","2443","null","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","19234","8713","null","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","21354","17392","null","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","29597","9185","null","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","31488","9423","null","null",
"1400000US04003001300","Census Tract 13, Cochise County, Arizona","44583","38776","null","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","38500","17452","null","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","52386","70080","null","null",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","29871","5592","null","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","26591","30946","null","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","53973","2694","null","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","29625","6074","null","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","78333","21239","null","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","37007","13294","null","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","60566","22458","null","null",
"1400000US04003001800","Census Tract 18, Cochise County, Arizona","93667","60595","null","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","87895","18354","null","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","53567","30385","null","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","48462","16437","null","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","47857","88858","null","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","96058","66221","null","null",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","61583","24625","null","null",
"1400000US04005000300","Census Tract 3, Coconino County, Arizona","32364","7345","null","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","42250","32821","null","null",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","55324","12784","null","null",
"1400000US04005000600","Census Tract 6, Coconino County, Arizona","60344","9945","null","null",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","70750","69979","null","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","40139","34941","null","null",
"1400000US04005000900","Census Tract 9, Coconino County, Arizona","31310","25374","null","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","32262","9711","null","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","61488","31769","null","null",
"1400000US04005001102","Census Tract 11.02, Coconino County, Arizona","54476","14558","null","null",
"1400000US04005001200","Census Tract 12, Coconino County, Arizona","43750","47233","null","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","160625","160259","null","null",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","39646","92391","null","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","21389","3689","null","null",
"1400000US04005001600","Census Tract 16, Coconino County, Arizona","205382","328095","null","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","33023","13286","null","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","31875","81114","null","null",
"1400000US04005002100","Census Tract 21, Coconino County, Arizona","19375","136144","null","null",
"1400000US04005002200","Census Tract 22, Coconino County, Arizona","32711","8071","null","null",
"1400000US04005002300","Census Tract 23, Coconino County, Arizona","41293","16041","null","null",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","-","**","**","-",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","-","**","**","-",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","-","**","**","-",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","60481","32910","null","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","-","**","**","-",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","-","**","**","-",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","**","**","-",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","31875","7997","null","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","16042","17412","null","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","61875","77638","null","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","28350","7381","null","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","35357","20387","null","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","**","**","-",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","**","**","-",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","21250","10876","null","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","31929","9680","null","null",
