"GEO_ID","NAME","B19013I_001E","B19013I_001EA","B19013I_001M","B19013I_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2012 inflation-adjusted dollars)",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","60536","null","25626","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","65938","null","52891","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","-","-","**","**",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","-","**","**",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","55469","null","33912","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","16406","null","8882","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","62059","null","39673","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","28900","null","21820","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","37829","null","12418","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","-","**","**",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","-","**","**",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","27891","null","15092","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","36750","null","10581","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","31225","null","5973","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","36023","null","21348","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","39708","null","19766","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","38713","null","4781","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","-","-","**","**",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","-","-","**","**",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","-","-","**","**",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","33077","null","4370","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","56635","null","38913","null",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","51563","null","32822","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","38194","null","37704","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","49375","null","8426","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","51950","null","6971","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","44464","null","43900","null",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","42708","null","17476","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","44773","null","13901","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","61176","null","14744","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","36339","null","15945","null",
"1400000US04012020100","Census Tract 201, La Paz County, Arizona","28697","null","957","null",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","47700","null","70294","null",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","24583","null","26849","null",
"1400000US04012020502","Census Tract 205.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","40179","null","17157","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","27781","null","3384","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","-","**","**",
"1400000US04013010101","Census Tract 101.01, Maricopa County, Arizona","111250","null","99870","null",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","193846","null","153934","null",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","62639","null","82546","null",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","30795","null","23047","null",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","46094","null","78319","null",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","47593","null","6183","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","47750","null","41467","null",
"1400000US04013040517","Census Tract 405.17, Maricopa County, Arizona","42126","null","7120","null",
"1400000US04013040518","Census Tract 405.18, Maricopa County, Arizona","62431","null","20538","null",
"1400000US04013040519","Census Tract 405.19, Maricopa County, Arizona","34091","null","12145","null",
"1400000US04013040520","Census Tract 405.20, Maricopa County, Arizona","42222","null","72113","null",
"1400000US04013040521","Census Tract 405.21, Maricopa County, Arizona","110438","null","29730","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","57212","null","21404","null",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","90882","null","80970","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","67957","null","59193","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","97583","null","147000","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","47054","null","68510","null",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","26712","null","2489","null",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","39000","null","7513","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","33654","null","6543","null",
"1400000US04013050605","Census Tract 506.05, Maricopa County, Arizona","52143","null","33452","null",
"1400000US04013050606","Census Tract 506.06, Maricopa County, Arizona","63345","null","25307","null",
"1400000US04013050607","Census Tract 506.07, Maricopa County, Arizona","43099","null","15051","null",
"1400000US04013050608","Census Tract 506.08, Maricopa County, Arizona","60900","null","19007","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","76353","null","4000","null",
"1400000US04013050610","Census Tract 506.10, Maricopa County, Arizona","72647","null","22315","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","70595","null","23732","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","41477","null","14398","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","53456","null","35692","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","42757","null","10229","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","65208","null","33491","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","52875","null","44452","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","32917","null","7888","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","26845","null","5146","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","33052","null","14748","null",
"1400000US04013061009","Census Tract 610.09, Maricopa County, Arizona","51974","null","28062","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","90319","null","25397","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","50000","null","19742","null",
"1400000US04013061012","Census Tract 610.12, Maricopa County, Arizona","47386","null","14461","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","75000","null","4861","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","85870","null","49820","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","73981","null","21185","null",
"1400000US04013061016","Census Tract 610.16, Maricopa County, Arizona","41373","null","29438","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","81098","null","52656","null",
"1400000US04013061019","Census Tract 610.19, Maricopa County, Arizona","42333","null","36057","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","93929","null","22340","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","78654","null","34880","null",
"1400000US04013061022","Census Tract 610.22, Maricopa County, Arizona","60423","null","16329","null",
"1400000US04013061023","Census Tract 610.23, Maricopa County, Arizona","68864","null","28718","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","93189","null","25592","null",
"1400000US04013061025","Census Tract 610.25, Maricopa County, Arizona","64110","null","17970","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","70278","null","30962","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","44796","null","27480","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","62396","null","60746","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","46535","null","4938","null",
"1400000US04013061030","Census Tract 610.30, Maricopa County, Arizona","59938","null","48940","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","59615","null","44696","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","75461","null","13896","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","65200","null","19772","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","70000","null","28049","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","43517","null","19823","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","38365","null","30912","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","28869","null","31418","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","58274","null","27844","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","62031","null","43318","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","48947","null","31189","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","31053","null","10423","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","47368","null","81635","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","45613","null","11464","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","66900","null","5065","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","44043","null","37584","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","62297","null","29266","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","75769","null","21540","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","66250","null","33551","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","28061","null","19628","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","40288","null","4378","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","32450","null","28386","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","37106","null","8592","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","27125","null","2069","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","72637","null","80023","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","48205","null","20422","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","88208","null","22083","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","51528","null","46919","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","60893","null","41230","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","59639","null","32757","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","81053","null","30667","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","139167","null","45890","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","47222","null","67276","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","53992","null","20586","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","76149","null","23260","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","30690","null","18925","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","76989","null","24471","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","30917","null","10600","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","32500","null","14603","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","9844","null","9400","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","65556","null","19999","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","35217","null","18029","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","48000","null","30001","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","35972","null","2856","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","51000","null","36077","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","32018","null","23709","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","36326","null","12823","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","55096","null","25487","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","50781","null","45341","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","35942","null","6788","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","41113","null","2985","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","37316","null","7495","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","54671","null","8050","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","37750","null","10423","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","63102","null","14336","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","63698","null","69836","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","72679","null","23149","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","44314","null","8627","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","64737","null","39067","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","68750","null","28783","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","83465","null","32679","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","42207","null","19135","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","48986","null","25058","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","42341","null","15340","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","71818","null","26875","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","52833","null","21370","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","65417","null","42171","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","44593","null","8375","null",
"1400000US04013082203","Census Tract 822.03, Maricopa County, Arizona","53594","null","18083","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","52788","null","19353","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","49116","null","12121","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","70000","null","4868","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","72750","null","12499","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","40484","null","3156","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","31871","null","1777","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","45329","null","13512","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","62400","null","16281","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","31555","null","11444","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","68262","null","16607","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","55455","null","31600","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","55515","null","17945","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","35288","null","27645","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","53653","null","2895","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","49273","null","31041","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","30982","null","7930","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","39500","null","16188","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","40833","null","8519","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","35212","null","7761","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","24716","null","5408","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","48250","null","9454","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","51411","null","26475","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","48472","null","20392","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","70607","null","10033","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","39881","null","12076","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","56087","null","16828","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","54071","null","5937","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","39722","null","13711","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","34548","null","15379","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","45924","null","11507","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","46087","null","9098","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","45000","null","7912","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","65172","null","25566","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","103475","null","760","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","47599","null","12572","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","64293","null","20948","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","29648","null","12833","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","25998","null","2535","null",
"1400000US04013092900","Census Tract 929, Maricopa County, Arizona","24011","null","2488","null",
"1400000US04013093001","Census Tract 930.01, Maricopa County, Arizona","33103","null","14126","null",
"1400000US04013093002","Census Tract 930.02, Maricopa County, Arizona","24942","null","8097","null",
"1400000US04013093101","Census Tract 931.01, Maricopa County, Arizona","32232","null","7468","null",
"1400000US04013093104","Census Tract 931.04, Maricopa County, Arizona","22395","null","9162","null",
"1400000US04013093105","Census Tract 931.05, Maricopa County, Arizona","25372","null","13282","null",
"1400000US04013093106","Census Tract 931.06, Maricopa County, Arizona","44330","null","9452","null",
"1400000US04013093200","Census Tract 932, Maricopa County, Arizona","23631","null","6038","null",
"1400000US04013103205","Census Tract 1032.05, Maricopa County, Arizona","57308","null","92073","null",
"1400000US04013103206","Census Tract 1032.06, Maricopa County, Arizona","89342","null","64816","null",
"1400000US04013103207","Census Tract 1032.07, Maricopa County, Arizona","146364","null","51960","null",
"1400000US04013103208","Census Tract 1032.08, Maricopa County, Arizona","92500","null","48318","null",
"1400000US04013103209","Census Tract 1032.09, Maricopa County, Arizona","54559","null","224330","null",
"1400000US04013103210","Census Tract 1032.10, Maricopa County, Arizona","23750","null","16114","null",
"1400000US04013103211","Census Tract 1032.11, Maricopa County, Arizona","97083","null","95489","null",
"1400000US04013103212","Census Tract 1032.12, Maricopa County, Arizona","124545","null","105080","null",
"1400000US04013103214","Census Tract 1032.14, Maricopa County, Arizona","97115","null","241803","null",
"1400000US04013103215","Census Tract 1032.15, Maricopa County, Arizona","250,000+","250,000+","***","***",
"1400000US04013103216","Census Tract 1032.16, Maricopa County, Arizona","42961","null","52881","null",
"1400000US04013103217","Census Tract 1032.17, Maricopa County, Arizona","83173","null","92126","null",
"1400000US04013103219","Census Tract 1032.19, Maricopa County, Arizona","9583","null","32238","null",
"1400000US04013103220","Census Tract 1032.20, Maricopa County, Arizona","105443","null","23736","null",
"1400000US04013103302","Census Tract 1033.02, Maricopa County, Arizona","43926","null","6083","null",
"1400000US04013103303","Census Tract 1033.03, Maricopa County, Arizona","41311","null","25794","null",
"1400000US04013103304","Census Tract 1033.04, Maricopa County, Arizona","26202","null","5910","null",
"1400000US04013103305","Census Tract 1033.05, Maricopa County, Arizona","44107","null","8942","null",
"1400000US04013103306","Census Tract 1033.06, Maricopa County, Arizona","29083","null","4422","null",
"1400000US04013103400","Census Tract 1034, Maricopa County, Arizona","57386","null","24708","null",
"1400000US04013103501","Census Tract 1035.01, Maricopa County, Arizona","24375","null","34950","null",
"1400000US04013103502","Census Tract 1035.02, Maricopa County, Arizona","42314","null","67077","null",
"1400000US04013103604","Census Tract 1036.04, Maricopa County, Arizona","28908","null","3647","null",
"1400000US04013103605","Census Tract 1036.05, Maricopa County, Arizona","104375","null","35181","null",
"1400000US04013103606","Census Tract 1036.06, Maricopa County, Arizona","44541","null","46466","null",
"1400000US04013103607","Census Tract 1036.07, Maricopa County, Arizona","33011","null","9494","null",
"1400000US04013103608","Census Tract 1036.08, Maricopa County, Arizona","52368","null","25017","null",
"1400000US04013103609","Census Tract 1036.09, Maricopa County, Arizona","32031","null","7099","null",
