"GEO_ID","NAME","B19013I_001E","B19013I_001EA","B19013I_001M","B19013I_001MA",
"1400000US04003000700","Census Tract 7, Cochise County, Arizona","45556","null","10159","null",
"1400000US04003000800","Census Tract 8, Cochise County, Arizona","47122","null","10466","null",
"1400000US04003000901","Census Tract 9.01, Cochise County, Arizona","32731","null","8770","null",
"1400000US04003000902","Census Tract 9.02, Cochise County, Arizona","27477","null","7972","null",
"1400000US04003001000","Census Tract 10, Cochise County, Arizona","46635","null","29411","null",
"1400000US04003001100","Census Tract 11, Cochise County, Arizona","38606","null","7736","null",
"1400000US04003001200","Census Tract 12, Cochise County, Arizona","27589","null","15795","null",
"1400000US04003001301","Census Tract 13.01, Cochise County, Arizona","76282","null","828","null",
"1400000US04003001302","Census Tract 13.02, Cochise County, Arizona","29545","null","11728","null",
"1400000US04003001401","Census Tract 14.01, Cochise County, Arizona","64722","null","22045","null",
"1400000US04003001402","Census Tract 14.02, Cochise County, Arizona","-","-","**","**",
"1400000US04003001501","Census Tract 15.01, Cochise County, Arizona","31858","null","11945","null",
"1400000US04003001502","Census Tract 15.02, Cochise County, Arizona","49375","null","8317","null",
"1400000US04003001601","Census Tract 16.01, Cochise County, Arizona","106894","null","98926","null",
"1400000US04003001602","Census Tract 16.02, Cochise County, Arizona","44583","null","31029","null",
"1400000US04003001701","Census Tract 17.01, Cochise County, Arizona","68446","null","58068","null",
"1400000US04003001702","Census Tract 17.02, Cochise County, Arizona","52917","null","21277","null",
"1400000US04003001703","Census Tract 17.03, Cochise County, Arizona","84912","null","15111","null",
"1400000US04003001801","Census Tract 18.01, Cochise County, Arizona","152853","null","43740","null",
"1400000US04003001802","Census Tract 18.02, Cochise County, Arizona","79077","null","76418","null",
"1400000US04003001900","Census Tract 19, Cochise County, Arizona","86016","null","56427","null",
"1400000US04003002001","Census Tract 20.01, Cochise County, Arizona","43984","null","19565","null",
"1400000US04003002002","Census Tract 20.02, Cochise County, Arizona","45223","null","20595","null",
"1400000US04003002100","Census Tract 21, Cochise County, Arizona","131647","null","42780","null",
"1400000US04005000100","Census Tract 1, Coconino County, Arizona","-","-","**","**",
"1400000US04005000200","Census Tract 2, Coconino County, Arizona","63355","null","50255","null",
"1400000US04005000301","Census Tract 3.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005000302","Census Tract 3.02, Coconino County, Arizona","50859","null","13448","null",
"1400000US04005000400","Census Tract 4, Coconino County, Arizona","-","-","**","**",
"1400000US04005000500","Census Tract 5, Coconino County, Arizona","70500","null","39052","null",
"1400000US04005000601","Census Tract 6.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005000602","Census Tract 6.02, Coconino County, Arizona","250,000+","250,000+","***","***",
"1400000US04005000700","Census Tract 7, Coconino County, Arizona","74460","null","18566","null",
"1400000US04005000800","Census Tract 8, Coconino County, Arizona","38750","null","37118","null",
"1400000US04005000901","Census Tract 9.01, Coconino County, Arizona","56517","null","4062","null",
"1400000US04005000902","Census Tract 9.02, Coconino County, Arizona","36596","null","2359","null",
"1400000US04005001000","Census Tract 10, Coconino County, Arizona","26154","null","17207","null",
"1400000US04005001101","Census Tract 11.01, Coconino County, Arizona","62727","null","27944","null",
"1400000US04005001103","Census Tract 11.03, Coconino County, Arizona","68328","null","36897","null",
"1400000US04005001104","Census Tract 11.04, Coconino County, Arizona","60826","null","16720","null",
"1400000US04005001201","Census Tract 12.01, Coconino County, Arizona","43068","null","23746","null",
"1400000US04005001301","Census Tract 13.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005001302","Census Tract 13.02, Coconino County, Arizona","85804","null","15822","null",
"1400000US04005001500","Census Tract 15, Coconino County, Arizona","-","-","**","**",
"1400000US04005001601","Census Tract 16.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005001602","Census Tract 16.02, Coconino County, Arizona","103618","null","30016","null",
"1400000US04005001700","Census Tract 17, Coconino County, Arizona","46090","null","26521","null",
"1400000US04005002000","Census Tract 20, Coconino County, Arizona","-","-","**","**",
"1400000US04005002101","Census Tract 21.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005002102","Census Tract 21.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005002201","Census Tract 22.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005002202","Census Tract 22.02, Coconino County, Arizona","163114","null","100621","null",
"1400000US04005002301","Census Tract 23.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005002302","Census Tract 23.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","-","-","**","**",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","-","-","**","**",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","145083","null","128864","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","-","-","**","**",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","-","-","**","**",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","-","-","**","**",
"1400000US04005980000","Census Tract 9800, Coconino County, Arizona","-","-","**","**",
"1400000US04005980100","Census Tract 9801, Coconino County, Arizona","-","-","**","**",
"1400000US04005980200","Census Tract 9802, Coconino County, Arizona","-","-","**","**",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","-","-","**","**",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","53052","null","38543","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","53183","null","883","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","61500","null","35181","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","54797","null","33220","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","-","-","**","**",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","-","-","**","**",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","-","-","**","**",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","82917","null","73274","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","42195","null","9216","null",
"1400000US04007001000","Census Tract 10, Gila County, Arizona","41875","null","31586","null",
"1400000US04007001100","Census Tract 11, Gila County, Arizona","65438","null","30454","null",
"1400000US04007001200","Census Tract 12, Gila County, Arizona","79444","null","18660","null",
"1400000US04007001300","Census Tract 13, Gila County, Arizona","36477","null","11557","null",
"1400000US04007940200","Census Tract 9402, Gila County, Arizona","-","-","**","**",
"1400000US04007940400","Census Tract 9404, Gila County, Arizona","43500","null","37856","null",
"1400000US04009940500","Census Tract 9405, Graham County, Arizona","-","-","**","**",
"1400000US04009961100","Census Tract 9611, Graham County, Arizona","38824","null","12088","null",
"1400000US04009961201","Census Tract 9612.01, Graham County, Arizona","61094","null","39371","null",
"1400000US04009961202","Census Tract 9612.02, Graham County, Arizona","45982","null","19251","null",
"1400000US04009961300","Census Tract 9613, Graham County, Arizona","40682","null","28770","null",
"1400000US04009961400","Census Tract 9614, Graham County, Arizona","52857","null","16629","null",
"1400000US04009961500","Census Tract 9615, Graham County, Arizona","63214","null","20285","null",
"1400000US04009961600","Census Tract 9616, Graham County, Arizona","53021","null","6939","null",
"1400000US04009961700","Census Tract 9617, Graham County, Arizona","55873","null","12707","null",
"1400000US04011960100","Census Tract 9601, Greenlee County, Arizona","51903","null","22019","null",
"1400000US04011960200","Census Tract 9602, Greenlee County, Arizona","69107","null","7368","null",
"1400000US04011960300","Census Tract 9603, Greenlee County, Arizona","46250","null","25904","null",
"1400000US04012020101","Census Tract 201.01, La Paz County, Arizona","33460","null","12972","null",
"1400000US04012020102","Census Tract 201.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012020201","Census Tract 202.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020202","Census Tract 202.02, La Paz County, Arizona","26000","null","19780","null",
"1400000US04012020501","Census Tract 205.01, La Paz County, Arizona","-","-","**","**",
"1400000US04012020503","Census Tract 205.03, La Paz County, Arizona","-","-","**","**",
"1400000US04012020504","Census Tract 205.04, La Paz County, Arizona","-","-","**","**",
"1400000US04012020505","Census Tract 205.05, La Paz County, Arizona","-","-","**","**",
"1400000US04012020602","Census Tract 206.02, La Paz County, Arizona","-","-","**","**",
"1400000US04012940200","Census Tract 9402, La Paz County, Arizona","59968","null","13119","null",
"1400000US04012940300","Census Tract 9403, La Paz County, Arizona","50833","null","32152","null",
"1400000US04012980000","Census Tract 9800, La Paz County, Arizona","-","-","**","**",
"1400000US04013010102","Census Tract 101.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013010103","Census Tract 101.03, Maricopa County, Arizona","167344","null","79258","null",
"1400000US04013010104","Census Tract 101.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030401","Census Tract 304.01, Maricopa County, Arizona","-","-","**","**",
"1400000US04013030402","Census Tract 304.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040502","Census Tract 405.02, Maricopa County, Arizona","53284","null","42584","null",
"1400000US04013040506","Census Tract 405.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040507","Census Tract 405.07, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040512","Census Tract 405.12, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040513","Census Tract 405.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040514","Census Tract 405.14, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040515","Census Tract 405.15, Maricopa County, Arizona","31566","null","6113","null",
"1400000US04013040516","Census Tract 405.16, Maricopa County, Arizona","105808","null","57717","null",
"1400000US04013040522","Census Tract 405.22, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040523","Census Tract 405.23, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040524","Census Tract 405.24, Maricopa County, Arizona","26932","null","9871","null",
"1400000US04013040525","Census Tract 405.25, Maricopa County, Arizona","113875","null","50655","null",
"1400000US04013040526","Census Tract 405.26, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040527","Census Tract 405.27, Maricopa County, Arizona","71625","null","29927","null",
"1400000US04013040528","Census Tract 405.28, Maricopa County, Arizona","70673","null","36971","null",
"1400000US04013040529","Census Tract 405.29, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040530","Census Tract 405.30, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040531","Census Tract 405.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040532","Census Tract 405.32, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040533","Census Tract 405.33, Maricopa County, Arizona","128750","null","78954","null",
"1400000US04013040534","Census Tract 405.34, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040535","Census Tract 405.35, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040536","Census Tract 405.36, Maricopa County, Arizona","162417","null","86027","null",
"1400000US04013040537","Census Tract 405.37, Maricopa County, Arizona","142685","null","141961","null",
"1400000US04013040538","Census Tract 405.38, Maricopa County, Arizona","106842","null","87825","null",
"1400000US04013040539","Census Tract 405.39, Maricopa County, Arizona","-","-","**","**",
"1400000US04013040540","Census Tract 405.40, Maricopa County, Arizona","87869","null","12537","null",
"1400000US04013040541","Census Tract 405.41, Maricopa County, Arizona","34280","null","17406","null",
"1400000US04013050603","Census Tract 506.03, Maricopa County, Arizona","61250","null","18569","null",
"1400000US04013050604","Census Tract 506.04, Maricopa County, Arizona","60000","null","15741","null",
"1400000US04013050609","Census Tract 506.09, Maricopa County, Arizona","63594","null","14938","null",
"1400000US04013050611","Census Tract 506.11, Maricopa County, Arizona","88095","null","35938","null",
"1400000US04013050612","Census Tract 506.12, Maricopa County, Arizona","90129","null","14593","null",
"1400000US04013050613","Census Tract 506.13, Maricopa County, Arizona","88314","null","41718","null",
"1400000US04013050614","Census Tract 506.14, Maricopa County, Arizona","91959","null","74597","null",
"1400000US04013050615","Census Tract 506.15, Maricopa County, Arizona","66729","null","20547","null",
"1400000US04013050616","Census Tract 506.16, Maricopa County, Arizona","66111","null","38070","null",
"1400000US04013050617","Census Tract 506.17, Maricopa County, Arizona","63529","null","41359","null",
"1400000US04013050618","Census Tract 506.18, Maricopa County, Arizona","158271","null","25280","null",
"1400000US04013050619","Census Tract 506.19, Maricopa County, Arizona","118988","null","65116","null",
"1400000US04013050620","Census Tract 506.20, Maricopa County, Arizona","102891","null","31165","null",
"1400000US04013050621","Census Tract 506.21, Maricopa County, Arizona","71316","null","5817","null",
"1400000US04013050701","Census Tract 507.01, Maricopa County, Arizona","51364","null","18004","null",
"1400000US04013050702","Census Tract 507.02, Maricopa County, Arizona","52402","null","13606","null",
"1400000US04013060801","Census Tract 608.01, Maricopa County, Arizona","33051","null","16497","null",
"1400000US04013060802","Census Tract 608.02, Maricopa County, Arizona","74931","null","27014","null",
"1400000US04013060901","Census Tract 609.01, Maricopa County, Arizona","58500","null","19802","null",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","36055","null","18183","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","63285","null","11695","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","53662","null","7290","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","125673","null","91083","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","137632","null","37840","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","87279","null","33017","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","64821","null","27262","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","91146","null","43351","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","106635","null","50117","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","180375","null","117464","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","96902","null","33742","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","110192","null","57248","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","93116","null","22693","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","40903","null","10325","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","48650","null","17893","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","116735","null","2297","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","61875","null","10446","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","79940","null","59234","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","89063","null","15847","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","83875","null","29868","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","105929","null","17285","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","75841","null","31940","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","56339","null","17101","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","95244","null","25994","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","65273","null","36875","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","74423","null","41790","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","59146","null","22710","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","87037","null","17953","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","86394","null","30028","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","43638","null","9889","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","133017","null","16249","null",
"1400000US04013061048","Census Tract 610.48, Maricopa County, Arizona","74070","null","20632","null",
"1400000US04013061049","Census Tract 610.49, Maricopa County, Arizona","72882","null","20741","null",
"1400000US04013061050","Census Tract 610.50, Maricopa County, Arizona","88625","null","24133","null",
"1400000US04013061051","Census Tract 610.51, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061052","Census Tract 610.52, Maricopa County, Arizona","85714","null","29069","null",
"1400000US04013061053","Census Tract 610.53, Maricopa County, Arizona","52548","null","21833","null",
"1400000US04013061054","Census Tract 610.54, Maricopa County, Arizona","-","-","**","**",
"1400000US04013061055","Census Tract 610.55, Maricopa County, Arizona","100446","null","23257","null",
"1400000US04013061056","Census Tract 610.56, Maricopa County, Arizona","87594","null","31948","null",
"1400000US04013061057","Census Tract 610.57, Maricopa County, Arizona","101075","null","23298","null",
"1400000US04013061058","Census Tract 610.58, Maricopa County, Arizona","105046","null","6594","null",
"1400000US04013061059","Census Tract 610.59, Maricopa County, Arizona","51655","null","39329","null",
"1400000US04013061060","Census Tract 610.60, Maricopa County, Arizona","49815","null","35410","null",
"1400000US04013061061","Census Tract 610.61, Maricopa County, Arizona","76563","null","41343","null",
"1400000US04013061062","Census Tract 610.62, Maricopa County, Arizona","92891","null","25700","null",
"1400000US04013061063","Census Tract 610.63, Maricopa County, Arizona","71369","null","41349","null",
"1400000US04013061064","Census Tract 610.64, Maricopa County, Arizona","79091","null","31015","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","57566","null","37345","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","47636","null","3694","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","56129","null","6032","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","32773","null","11945","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","46512","null","14963","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","146138","null","559","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","68776","null","45077","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","112500","null","61132","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","102083","null","20163","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","115558","null","41735","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","86848","null","18303","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","90000","null","23861","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","68000","null","38389","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","89712","null","44791","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","44286","null","11410","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","69667","null","4092","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","48415","null","22991","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","-","-","**","**",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","71176","null","60296","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","64688","null","19909","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","64803","null","15984","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","47240","null","11181","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","93013","null","28892","null",
"1400000US04013071912","Census Tract 719.12, Maricopa County, Arizona","32169","null","23311","null",
"1400000US04013071913","Census Tract 719.13, Maricopa County, Arizona","50000","null","44486","null",
"1400000US04013071914","Census Tract 719.14, Maricopa County, Arizona","48750","null","16676","null",
"1400000US04013071915","Census Tract 719.15, Maricopa County, Arizona","82955","null","48520","null",
"1400000US04013082002","Census Tract 820.02, Maricopa County, Arizona","83191","null","11690","null",
"1400000US04013082007","Census Tract 820.07, Maricopa County, Arizona","52574","null","24427","null",
"1400000US04013082008","Census Tract 820.08, Maricopa County, Arizona","61310","null","25322","null",
"1400000US04013082009","Census Tract 820.09, Maricopa County, Arizona","59569","null","6720","null",
"1400000US04013082010","Census Tract 820.10, Maricopa County, Arizona","63462","null","11753","null",
"1400000US04013082012","Census Tract 820.12, Maricopa County, Arizona","66304","null","6139","null",
"1400000US04013082016","Census Tract 820.16, Maricopa County, Arizona","83490","null","26952","null",
"1400000US04013082017","Census Tract 820.17, Maricopa County, Arizona","63608","null","19672","null",
"1400000US04013082018","Census Tract 820.18, Maricopa County, Arizona","71803","null","6378","null",
"1400000US04013082019","Census Tract 820.19, Maricopa County, Arizona","115824","null","17410","null",
"1400000US04013082020","Census Tract 820.20, Maricopa County, Arizona","79141","null","28803","null",
"1400000US04013082021","Census Tract 820.21, Maricopa County, Arizona","89010","null","31144","null",
"1400000US04013082022","Census Tract 820.22, Maricopa County, Arizona","52159","null","23958","null",
"1400000US04013082023","Census Tract 820.23, Maricopa County, Arizona","81894","null","21135","null",
"1400000US04013082024","Census Tract 820.24, Maricopa County, Arizona","54769","null","16388","null",
"1400000US04013082025","Census Tract 820.25, Maricopa County, Arizona","102222","null","33223","null",
"1400000US04013082026","Census Tract 820.26, Maricopa County, Arizona","101375","null","35047","null",
"1400000US04013082027","Census Tract 820.27, Maricopa County, Arizona","63555","null","32648","null",
"1400000US04013082028","Census Tract 820.28, Maricopa County, Arizona","67750","null","32987","null",
"1400000US04013082204","Census Tract 822.04, Maricopa County, Arizona","81703","null","9211","null",
"1400000US04013082205","Census Tract 822.05, Maricopa County, Arizona","79320","null","2228","null",
"1400000US04013082206","Census Tract 822.06, Maricopa County, Arizona","82300","null","14423","null",
"1400000US04013082207","Census Tract 822.07, Maricopa County, Arizona","78571","null","12284","null",
"1400000US04013082208","Census Tract 822.08, Maricopa County, Arizona","61276","null","6321","null",
"1400000US04013082209","Census Tract 822.09, Maricopa County, Arizona","49107","null","16139","null",
"1400000US04013082210","Census Tract 822.10, Maricopa County, Arizona","71538","null","12341","null",
"1400000US04013082211","Census Tract 822.11, Maricopa County, Arizona","105055","null","11987","null",
"1400000US04013082212","Census Tract 822.12, Maricopa County, Arizona","85711","null","17604","null",
"1400000US04013082213","Census Tract 822.13, Maricopa County, Arizona","88029","null","14372","null",
"1400000US04013083000","Census Tract 830, Maricopa County, Arizona","44969","null","7528","null",
"1400000US04013092305","Census Tract 923.05, Maricopa County, Arizona","26801","null","16880","null",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","71094","null","24673","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","41218","null","26028","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","-","-","**","**",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","89360","null","33842","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","26719","null","12539","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","53017","null","37914","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","42330","null","21071","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","37932","null","10999","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","39648","null","27100","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","35292","null","12319","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","55098","null","11559","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","61417","null","29592","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","99318","null","23455","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","112750","null","16160","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","70865","null","22694","null",
"1400000US04013092712","Census Tract 927.12, Maricopa County, Arizona","71898","null","13507","null",
"1400000US04013092713","Census Tract 927.13, Maricopa County, Arizona","60227","null","23080","null",
"1400000US04013092715","Census Tract 927.15, Maricopa County, Arizona","64570","null","5377","null",
"1400000US04013092716","Census Tract 927.16, Maricopa County, Arizona","62115","null","12159","null",
"1400000US04013092717","Census Tract 927.17, Maricopa County, Arizona","42733","null","6961","null",
"1400000US04013092718","Census Tract 927.18, Maricopa County, Arizona","46701","null","10237","null",
"1400000US04013092719","Census Tract 927.19, Maricopa County, Arizona","65828","null","16536","null",
"1400000US04013092720","Census Tract 927.20, Maricopa County, Arizona","78864","null","46989","null",
"1400000US04013092721","Census Tract 927.21, Maricopa County, Arizona","108068","null","23528","null",
"1400000US04013092723","Census Tract 927.23, Maricopa County, Arizona","74688","null","16600","null",
"1400000US04013092724","Census Tract 927.24, Maricopa County, Arizona","32875","null","17253","null",
"1400000US04013092801","Census Tract 928.01, Maricopa County, Arizona","46728","null","5129","null",
"1400000US04013092802","Census Tract 928.02, Maricopa County, Arizona","31234","null","10199","null",
